id,vector,text
0,"[-0.027691662311553955, 0.09174907952547073, 0.06855733692646027, 0.06924047321081161, 0.08191662281751633, -0.03830648586153984, -0.07447446882724762, 0.007586850319057703, -0.056039758026599884, 0.04093662276864052, -0.013446580618619919, -0.058147329837083817, 0.008987068198621273, 0.030660558491945267, -0.10128369182348251, 0.05303395539522171, -0.008014039136469364, -0.06956007331609726, -0.008686614222824574, -0.005491935182362795, 0.07407405227422714, 0.12378063797950745, 0.03583187237381935, -0.016456924378871918, -0.116215281188488, 0.041720226407051086, -0.07692530751228333, 0.03962892293930054, -0.01872459426522255, 0.026301933452486992, 0.024067236110568047, 0.11692017316818237, -0.04546481370925903, -0.03771425783634186, 0.013363261707127094, 0.03289606794714928, 0.04083641245961189, -0.0398128405213356, 0.07448115944862366, -0.025656627491116524, -0.027113161981105804, -0.13562659919261932, 0.015811756253242493, -0.007043459918349981, -0.03404876962304115, 0.019753241911530495, -0.029367391020059586, -0.07702168077230453, -0.06077950447797775, -0.020320266485214233, 0.0034318517427891493, 0.016365516930818558, -0.011863494291901588, -0.04155801609158516, -0.03103340044617653, -0.0739777609705925, -0.020178861916065216, -0.054315235465765, -0.010557043366134167, -0.0038822325877845287, 0.10024435073137283, -0.07350705564022064, -0.0822509229183197, 0.009186542592942715, 0.15546701848506927, 0.04770972952246666, -0.05926666781306267, 0.030061088502407074, 0.0426495298743248, -0.044176653027534485, 0.03704727813601494, -0.004104532301425934, 0.027180591598153114, -0.09644915163516998, 0.013087628409266472, 0.03181280195713043, 0.04709231108427048, 0.06070429086685181, 0.07221271842718124, -0.11520042270421982, 0.07812938839197159, -0.09280233085155487, 0.004621695261448622, -0.03712869808077812, -0.010463611222803593, 0.04307299107313156, 0.042256880551576614, 0.005648409016430378, -0.04904262349009514, 0.022709153592586517, -0.004916233941912651, -0.05268818512558937, 0.09337124973535538, 0.05058354511857033, -0.14614979922771454, 0.07288368046283722, -0.01995091885328293, -0.09434202313423157, 0.047481536865234375, 0.04601680114865303, 0.006483071483671665, 0.03486212342977524, -0.07811089605093002, -0.1254410594701767, -0.033344071358442307, -0.07757248729467392, 0.015431281179189682, -0.005319996736943722, 0.03624032810330391, 0.0019147509010508657, -0.0060246349312365055, -0.017359033226966858, -0.04563494026660919, 0.046213626861572266, 0.03656310960650444, 0.01837552897632122, 0.07225456088781357, -0.0031889015808701515, 0.0423477366566658, -0.05862559378147125, 0.020293619483709335, -0.015393693000078201, -0.050924334675073624, 0.040089480578899384, 0.05144960805773735, -0.052602414041757584, -0.030245088040828705, -2.0853227539259148e-33, -0.0003436491824686527, -0.029679076746106148, 0.06002780795097351, 0.019900770857930183, 0.02037009596824646, 0.053565990179777145, -0.03473024442791939, -0.04699644073843956, 0.0017809263663366437, 0.005895140115171671, -0.011247051879763603, 0.012350022792816162, -0.04679618030786514, 0.06789862364530563, 0.012475242838263512, -0.08743618428707123, -0.03500083461403847, 0.047612302005290985, -0.039400503039360046, -0.01769455336034298, -0.0029537654481828213, -0.02550361678004265, -0.004777674097567797, 0.03171724081039429, 0.08664343506097794, 0.005542297847568989, 0.0443333275616169, -0.053987596184015274, -0.0179095808416605, 0.023946765810251236, 0.10337673872709274, 0.017115062102675438, -0.026027340441942215, 0.020874183624982834, 0.006426632404327393, 0.006546933203935623, -0.042084574699401855, 0.05544952303171158, -0.060136083513498306, 0.008617897517979145, 0.06610334664583206, 0.04908500239253044, -0.005853075068444014, -0.001953011262230575, 0.10074169188737869, -0.06173894554376602, 0.10907839238643646, 0.06488115340471268, 0.05881035700440407, -0.005869893357157707, -0.05198046192526817, 0.04927116259932518, -0.08858754485845566, -0.008898225612938404, 0.022538313642144203, -0.02440955489873886, 0.04228653013706207, -0.09724056720733643, -0.022808272391557693, -0.01185798179358244, -0.009677973575890064, 0.16391319036483765, -0.063898004591465, -0.03934287279844284, 0.06186550855636597, 0.020244508981704712, 0.04870595037937164, 0.04911832511425018, -0.03534790500998497, 0.004492506850510836, -0.0180621650069952, -0.0072999559342861176, 0.027153899893164635, 0.02215547300875187, -0.050772808492183685, -0.015273881144821644, 0.03705072030425072, -0.01737636886537075, -0.007628011982887983, 0.061171773821115494, -0.029434392228722572, 0.03647887334227562, 0.020062148571014404, -0.018098141998052597, -0.02742570824921131, -0.00655478285625577, 0.007698988541960716, 0.008787509053945541, 0.03843596950173378, 0.054255131632089615, 0.04892272129654884, -0.003271030494943261, 0.032451700419187546, 0.013931630179286003, -0.059632912278175354, -5.898351013340438e-34, 0.01182505488395691, 0.033882025629282, -0.01801026239991188, -0.04927824065089226, 0.0010388686787337065, -0.08171269297599792, -0.05793357640504837, 0.04926491156220436, 0.06644249707460403, 0.030177291482686996, 0.0073468792252242565, 0.1014559417963028, 0.10768014937639236, 0.045790135860443115, 0.012917482294142246, -0.047763217240571976, -0.014126782305538654, -0.017109185457229614, -0.06624825298786163, -0.047068845480680466, -0.039099786430597305, 0.025970881804823875, 0.04096415638923645, 0.0589335560798645, -0.10325149446725845, 0.06936964392662048, 0.10229753702878952, -0.047588933259248734, 0.013743137940764427, -0.02800031378865242, -0.08739771693944931, -0.004316078498959541, -0.05414622277021408, 0.0484577901661396, -0.029339611530303955, -0.058673564344644547, 0.06462191045284271, -0.09519316256046295, -0.0605241097509861, -0.005637416150420904, 0.07314102351665497, 0.02302868291735649, -0.015708616003394127, 0.023682696744799614, -0.030454086139798164, -0.0024027701001614332, 0.013093044981360435, 0.026831546798348427, 0.04143912345170975, -0.006668936926871538, 0.05028524622321129, 0.06235071271657944, -0.09712161123752594, 0.009650659747421741, 0.05965328961610794, 0.00011374117457307875, 0.012409691698849201, 0.010608679614961147, -0.016094394028186798, 0.006311048287898302, 0.06035042926669121, 0.10347478836774826, -0.04470863565802574, -0.003071427345275879, -0.021230168640613556, -0.06303324550390244, -0.034458089619874954, 0.051983557641506195, -0.003319120267406106, 0.040409985929727554, 0.0619717501103878, 0.0031068238895386457, -0.14656324684619904, -0.08777914196252823, -0.025165366008877754, -0.010658424347639084, -0.030362941324710846, 0.00862534437328577, -0.02044318988919258, 0.03203762695193291, -0.025929758325219154, 0.041356656700372696, -0.020211447030305862, 0.006163226440548897, 0.09324119240045547, -0.08429891616106033, -0.0455758310854435, -0.06835497915744781, -0.0014267999213188887, 0.031084230169653893, -0.044612541794776917, -0.01366074662655592, -0.1279728263616562, 0.04880364239215851, 0.06630498170852661, -1.606671595766329e-08, 0.01428487803786993, 0.05421837046742439, 0.04167850315570831, 0.017700958997011185, 0.009855116717517376, 0.03893662616610527, 0.03243748098611832, 0.027463389560580254, 0.015719439834356308, 0.036679498851299286, -0.03616856038570404, 0.03362121060490608, 0.07298006862401962, 0.031794384121894836, 0.0016811160603538156, -0.020569641143083572, 0.02342524193227291, -0.08699999749660492, -0.07185525447130203, -0.021982375532388687, -0.06233346089720726, -0.05534118041396141, -0.018152501434087753, 0.01554747112095356, -0.03273526206612587, -0.040815599262714386, 0.01905016228556633, 0.02956574782729149, 0.02275335229933262, 0.024356696754693985, -0.029654964804649353, 0.03794456645846367, -0.05935116857290268, -0.05334464833140373, -0.031712744385004044, -0.04142370820045471, 0.0008041279506869614, 0.03435976058244705, -0.021824317052960396, -0.026170184835791588, -0.04682024195790291, 0.0077234068885445595, -0.06619463860988617, 0.09934600442647934, 0.017114751040935516, -0.08177980035543442, -0.01921767182648182, -0.025806115940213203, -0.01615905947983265, -0.02195226028561592, 0.01948208548128605, -0.0933862030506134, 0.038660433143377304, 0.03839888423681259, 0.03075001947581768, 0.0730595663189888, -0.03757299855351448, -0.039675481617450714, -0.05621711164712906, 0.009981626644730568, 0.06959560513496399, -0.010578369721770287, -0.03674597293138504, 0.04493104666471481]","Environmental
Report
 2022"
1,"[-0.008575141429901123, 0.024071577936410904, 0.08499468117952347, 0.02929641678929329, 0.05307919904589653, 0.02877325750887394, -0.0711456760764122, -0.024051684886217117, -0.07462303340435028, 0.010602426715195179, -0.047111544758081436, 0.0004804243508260697, 0.03755161166191101, -0.03148176521062851, -1.9009656170965172e-05, 0.043012309819459915, 0.006234162952750921, -0.019135110080242157, -0.04447568953037262, -0.06725671887397766, -0.010786379687488079, 0.03440127521753311, 0.08375423401594162, -0.009631895460188389, -0.08463770151138306, 0.03181442618370056, -0.05273835361003876, -0.05741904303431511, -0.017783967778086662, 0.005413910374045372, -0.02608194202184677, 0.04569670557975769, -0.0030302901286631823, 0.034848809242248535, -0.04459516704082489, 0.03428894281387329, 0.013177819550037384, 0.014386070892214775, 0.0664571225643158, -0.033385999500751495, -0.03267662972211838, -0.1543596237897873, -0.08133448660373688, -0.07267256081104279, -0.0029986691661179066, -0.020897790789604187, -0.004957461263984442, -0.08046969026327133, -0.04766307771205902, -0.020753104239702225, -0.035897884517908096, -0.04988160729408264, -0.005240996368229389, -0.06436178833246231, -0.08001602441072464, -0.009581225924193859, -0.02616637945175171, -0.042801763862371445, 0.0342327281832695, -0.01928611658513546, 0.031059956178069115, -0.10443136841058731, -0.0556379072368145, 0.03278261795639992, 0.07995128631591797, 0.07695412635803223, 0.012250920757651329, 0.021745340898633003, -0.056047990918159485, -0.009257218800485134, 0.045095574110746384, -0.0059955124743282795, -0.01060901302844286, -0.09368260204792023, -0.034216463565826416, 0.07267636805772781, -0.010879531502723694, 0.06081802397966385, 0.10253091156482697, -0.07005656510591507, 0.08334887027740479, -0.046204496175050735, 0.0042766486294567585, 0.0842973068356514, -0.07915225625038147, -0.021576834842562675, 0.048624757677316666, 0.008364659734070301, -0.015867821872234344, 0.0203706081956625, -0.04531477391719818, -0.045411668717861176, 0.11397066712379456, -0.003473966382443905, -0.08379705250263214, 0.02546098828315735, -0.10167517513036728, -0.10372479259967804, 0.0557776503264904, -0.06689821928739548, 0.018963444977998734, 0.09593454748392105, -0.004063053522258997, -0.0908120647072792, -0.054383594542741776, -0.059375371783971786, -0.03149495646357536, 0.010988954454660416, 0.025182515382766724, 0.02050848677754402, 0.022290416061878204, 0.05018657073378563, -0.06093662604689598, -0.038793157786130905, 0.03627616539597511, -0.03850601613521576, -0.05716909095644951, -0.02687731198966503, 0.1481882929801941, 0.017639240249991417, 0.024724328890442848, 0.022145617753267288, -0.031500596553087234, -0.02687683515250683, -0.010478362441062927, -0.01020420528948307, -0.06575407087802887, -4.442059531110515e-34, 0.008468051441013813, 0.030904682353138924, 0.06664972007274628, -0.05019456520676613, -0.01287081092596054, 0.06782349944114685, -0.05671782046556473, 0.00613943999633193, -0.06013670191168785, -0.020464198663830757, 0.02159973978996277, 0.09266830235719681, -0.028717558830976486, 0.06703121215105057, 0.05826639011502266, -0.05642516538500786, -0.007813189178705215, 0.04374588653445244, 0.023599518463015556, -0.004301771987229586, 0.025238454341888428, -0.044769179075956345, 0.017506049945950508, 0.00760201271623373, 0.12546072900295258, 0.00043189068674109876, 0.0054699028842151165, 0.0031921498011797667, -0.0915675088763237, 0.02908370830118656, 0.05872727930545807, -0.003939822316169739, -0.024689406156539917, 0.042492326349020004, 0.025312116369605064, -0.007160413544625044, -0.1165228933095932, 0.04426202550530434, -0.003686310723423958, 0.052933741360902786, -0.058045435696840286, 0.049730174243450165, -0.0397673062980175, -0.014557034708559513, 0.05804552882909775, 0.015923941507935524, 0.08806990832090378, -0.06362171471118927, 0.07190313190221786, 0.0296911783516407, -0.003368346719071269, 0.0481012798845768, -0.07704713940620422, -0.02847728505730629, -0.007881728000938892, -0.03802432492375374, 0.027568092569708824, -0.1739797443151474, -0.0647568553686142, -0.04586007446050644, -0.015241764485836029, 0.04594404995441437, -0.04646775871515274, -0.05658332258462906, -0.01239422895014286, 0.035070452839136124, 0.039186377078294754, 0.07406781613826752, -0.04208942875266075, 0.06549598276615143, 0.029611773788928986, -0.03360465168952942, 0.0637688934803009, 0.009322645142674446, -0.01391144935041666, 0.010700687766075134, -0.023800058290362358, -0.0593087263405323, -0.046835705637931824, 0.05964592844247818, -0.022563129663467407, -0.0003931708342861384, 0.026960069313645363, -0.04107099398970604, 0.016582638025283813, 0.03210063278675079, 0.07710982114076614, -0.0009390398627147079, -0.0012122156331315637, 0.035623542964458466, -0.028117984533309937, 0.025320349261164665, -0.032441090792417526, 0.09554742276668549, -0.0703682005405426, -3.904583014460759e-33, 0.010905061848461628, 0.029707251116633415, 0.022954905405640602, -0.014995918609201908, 0.001835688715800643, -0.06396079808473587, -0.009873191826045513, -0.005167527124285698, 0.0856282040476799, 0.06542295217514038, -0.04714132100343704, 0.08150053024291992, 0.017193175852298737, 0.0266046654433012, -0.06210774928331375, -0.04961569234728813, -0.01818487048149109, -0.06756121665239334, -0.10520969331264496, -0.06866542249917984, -0.006078939884901047, 0.037216588854789734, -0.012870987877249718, 0.06186169385910034, -0.012333933264017105, 0.06529036164283752, 0.07289719581604004, -0.05471125245094299, 0.09016882628202438, -0.006003088783472776, -0.07210008054971695, 0.0012776637449860573, 0.0030861322302371264, 0.016728144139051437, 0.02723407931625843, -0.08764252811670303, 0.034236472100019455, -0.10191693902015686, 0.037949807941913605, 0.012301802635192871, 0.03344724327325821, 0.016009433194994926, 0.0022743847221136093, -0.024737710133194923, -0.0060988618060946465, 0.04057580977678299, -0.01550091803073883, 0.049551453441381454, -0.015145938843488693, -0.027792101725935936, 0.07121230661869049, 0.03229828178882599, -0.11779719591140747, 0.005081390030682087, 0.05195170268416405, -0.0026809158734977245, 0.05731574445962906, -0.028888605535030365, -0.00368619617074728, 0.018390411511063576, -0.020258596166968346, 0.09618446230888367, 0.050802092999219894, 0.05179436504840851, -0.044702693819999695, -0.0064951893873512745, 0.02384956367313862, 0.0016995411133393645, -0.0021964265033602715, -0.03173811733722687, -0.05752906948328018, -0.023610662668943405, -0.08891520649194717, -0.0784076452255249, -0.09858664125204086, 0.03345625475049019, -0.006638934835791588, -0.035895634442567825, -0.050968024879693985, 0.02637610398232937, 0.0535845085978508, 0.05449427291750908, 0.008922405540943146, -0.029822256416082382, 0.06144627183675766, -0.04569623991847038, -0.046272195875644684, 0.003962691407650709, -0.007210181560367346, 0.04767831414937973, -0.11491944640874863, -0.025121815502643585, -0.1764434576034546, 0.08301741629838943, 0.007994730956852436, -4.8341895819703495e-08, 0.030884435400366783, 0.054927363991737366, 0.0335300974547863, 0.06710143387317657, 0.04355823993682861, -0.03201516345143318, 0.017078915610909462, 0.05238194763660431, 0.051637183874845505, 0.02134435623884201, 0.028821444138884544, -0.007121230009943247, -0.04555182531476021, 0.07467120885848999, 0.035744789987802505, -0.014320772141218185, -0.018428465351462364, -0.06944717466831207, -0.027776500210165977, -0.03192609176039696, -0.03281546011567116, -0.04073769226670265, -0.020755628123879433, -0.002421487821266055, 0.012574576772749424, -0.055409204214811325, 5.493902222042379e-07, 0.023509930819272995, 0.042400047183036804, -0.002128416672348976, -0.0036584236659109592, 0.012836444191634655, -0.03712623193860054, -0.09153944253921509, 0.02172022871673107, -0.06753764301538467, 0.006934743374586105, -0.021148765459656715, 0.02550191804766655, 0.034601371735334396, -0.017902683466672897, 0.06847165524959564, -0.014081906527280807, 0.11634442210197449, -0.0008063397253863513, -0.06400034576654434, -0.052874885499477386, -0.006812612060457468, 0.0004981547826901078, 0.055172912776470184, -0.01714371331036091, -0.09694138169288635, 0.04644770175218582, 0.0900295227766037, 0.0428653210401535, 0.036688197404146194, -0.047422610223293304, -0.054170724004507065, -0.022736437618732452, -0.003697687527164817, 0.12059765309095383, -0.032701414078474045, -0.010369276627898216, 0.0633581280708313]","# Table of contents

|1|About this report|
|---|---|
|2|Our approach|
|5|Performance highlights|
|8|Progress against targets|
|11|Environmental data|
|14|Appendix|

About this report

Google’s 2022 Environmental Report features data, performance highlights, and progress against our targets from our 2021 fiscal year (January 1 to December 31, 2021). It also mentions notable targets set in 2022.

This report outlines how we’re driving positive environmental impact throughout our business in five key ways: designing efficient data centers, advancing carbon-free energy, creating sustainable workplaces, building better devices and services, and empowering users with technology.

For more information about our sustainability strategy, see Google’s Sustainability website and sustainability reports page. For more information about our overall corporate responsibility initiatives, see Google’s commitments, as well as sustainability and related information. For more information about our business, see the About Google and Alphabet Investor Relations websites.

Google Environmental Report 2022"
2,"[-0.07276279479265213, 0.06255479156970978, 0.054666511714458466, -0.010135428048670292, 0.05776241049170494, -0.0004605396534316242, -0.03133205696940422, -0.033477649092674255, -0.05146573483943939, -0.009522832930088043, -0.03603954240679741, -0.029256777837872505, 0.011885945685207844, -0.02600174956023693, 0.03371458873152733, 0.04079180955886841, -0.05558256432414055, -0.04812674596905708, -0.02722281776368618, -0.028122050687670708, -0.04235803335905075, -0.02870681695640087, 0.06963589042425156, -0.019332176074385643, -0.03686743602156639, 0.0822409838438034, -0.025989161804318428, -0.0559656098484993, -0.02947864681482315, -0.035697322338819504, -0.026166660711169243, 0.006593621335923672, 0.0005578859709203243, 0.03650915250182152, 0.022519342601299286, 0.09848184138536453, -0.004174062050879002, -0.027896706014871597, 0.0319700688123703, -0.013087943196296692, -0.036858998239040375, -0.1687856763601303, -0.04384402185678482, -0.0963548868894577, -0.002330591669306159, 0.013320689089596272, -0.037132348865270615, -0.03611267730593681, 0.0017771015409380198, -0.05960480123758316, 0.014951813034713268, -0.07497518509626389, -0.02112179808318615, -0.0791393592953682, -0.07002493739128113, 0.02148912474513054, 0.009440411813557148, -0.04701095074415207, 0.05833850055932999, -0.04645027965307236, 0.0660664513707161, -0.10125903785228729, -0.04043111205101013, 0.044835902750492096, 0.03141696751117706, 0.026580234989523888, 0.01991902105510235, 0.024711089208722115, -0.08214572817087173, -0.005575421266257763, 0.032035794109106064, -0.03621845319867134, -0.04401900991797447, -0.06125731021165848, -0.04002322629094124, 0.07081206887960434, 0.006759780924767256, 0.06333184987306595, 0.06846513599157333, -0.022800149396061897, 0.09529981762170792, 0.019024090841412544, 0.0032716579735279083, 0.0683516412973404, -0.08764436095952988, -0.002282014349475503, 0.006697699893265963, 0.0005053678178228438, 0.026374517008662224, -0.024479474872350693, -0.062217555940151215, 0.034958865493535995, 0.08506938815116882, 0.02342088147997856, -0.04807928949594498, 0.0589640773832798, -0.09611831605434418, -0.08506418764591217, -0.03925497829914093, 0.0020059242378920317, 0.06316326558589935, 0.09942567348480225, 0.033487118780612946, -0.07254637777805328, -0.04136072099208832, -0.021204331889748573, -0.059265099465847015, 0.0541483536362648, 0.060605261474847794, 0.032230768352746964, 0.011172901839017868, 0.05521111190319061, -0.04862164333462715, -0.01841804012656212, 0.012687403708696365, -0.045869942754507065, -0.017425714060664177, -0.026409713551402092, 0.1500263512134552, 0.012800565920770168, 0.048102688044309616, 0.06050184741616249, -0.005670857150107622, -0.04964594542980194, -0.03321899473667145, -0.004399465397000313, -0.012241029180586338, 1.3706179641931407e-33, -0.0011602113954722881, 0.10135123878717422, 0.08096727728843689, -0.03065021149814129, -0.046736881136894226, 0.07301398366689682, -0.05245518311858177, 0.04618363082408905, -0.12735849618911743, -0.0071889800019562244, 0.027409352362155914, 0.08746010065078735, 0.045748546719551086, 0.048912402242422104, 0.05191934108734131, -0.08689131587743759, -0.010332290083169937, 0.0032677871640771627, 0.07346664369106293, -0.06933549046516418, 0.014476013369858265, -0.011368314735591412, 0.06125475466251373, 0.024526802822947502, 0.10067934542894363, -0.04305332154035568, 0.03255920484662056, -0.021502431482076645, -0.06405021250247955, 0.01558802928775549, 0.039838001132011414, -0.0048469663597643375, -0.06833222508430481, 0.0183290746062994, -0.0316556878387928, 0.015424045734107494, -0.10430660098791122, -0.017138278111815453, -0.04582710936665535, 0.028169265016913414, -0.07207100838422775, 0.04842149466276169, -0.030445406213402748, -0.04613693431019783, 0.01438907627016306, 0.05326545238494873, 0.08980788290500641, -0.032612740993499756, 0.031544025987386703, 0.05124775320291519, -0.05079161375761032, 0.03919018432497978, -0.07928096503019333, -0.00331708206795156, -0.02167295664548874, -0.03530598431825638, 0.031185870990157127, -0.08993124216794968, -0.040295738726854324, -0.09791280329227448, -0.02174195647239685, -0.0005495246150530875, -0.06906953454017639, -0.048066265881061554, -0.060694679617881775, 0.04961851239204407, -0.049187980592250824, 0.020673057064414024, -0.04511816054582596, 0.008387120440602303, 0.016820931807160378, -0.06362765282392502, 0.03755633533000946, 0.00747101753950119, -0.003342045471072197, 0.030359122902154922, -0.03141509369015694, 0.029121965169906616, -0.06058909371495247, 0.05273235961794853, -0.06300491839647293, 0.017537537962198257, 0.05227476358413696, -0.04758971557021141, 0.02511570230126381, 0.006673193071037531, 0.13749006390571594, 0.003762071020901203, 0.021305974572896957, 0.054078247398138046, -0.04178938269615173, -0.008550063706934452, 0.06140414625406265, 0.07102571427822113, -0.06875165551900864, -5.3337020264164634e-33, 0.014847254380583763, 0.04939015954732895, 0.011891686357557774, -0.016246020793914795, 0.0630287230014801, -0.05483172461390495, -0.05043777450919151, -0.02558860555291176, 7.697052205912769e-05, -0.012845944613218307, -0.015523414127528667, 0.1011708527803421, 0.05378681421279907, 0.020275508984923363, -0.029077181592583656, -0.03300447389483452, -0.023800339549779892, -0.05766313150525093, -0.09419982135295868, -0.00902526918798685, 0.00513579323887825, 0.07755021750926971, -0.0787583515048027, 0.09767848998308182, 0.006547804921865463, 0.08668418228626251, 0.023311330005526543, -0.05093534290790558, 0.10013626515865326, 0.02064935490489006, -0.06624889373779297, 0.007979610934853554, -0.017711389809846878, 0.0230438020080328, 0.00012789964966941625, -0.039302460849285126, 0.0013813147088512778, -0.05636342242360115, 0.06215331703424454, 0.05287342518568039, -0.00850093737244606, -0.038563184440135956, -0.037918820977211, -0.08013053983449936, -0.01288509089499712, 0.0011010199086740613, 0.014585561119019985, -0.007321735378354788, -0.09409093111753464, -0.007129243109375238, 0.0444348119199276, 0.05068078637123108, -0.10760219395160675, -0.06447654962539673, 0.024181324988603592, -0.010127867572009563, 0.042180199176073074, 0.044488489627838135, -0.02563503384590149, -0.012743521481752396, -0.003923405893146992, 0.07155440002679825, 0.04953964054584503, 0.04668264463543892, 0.004539587534964085, 0.011088508181273937, 0.017990106716752052, -0.025696728378534317, -0.025551076978445053, -0.057159487158060074, -0.06251639127731323, 0.06962745636701584, -0.05329602584242821, -0.056510478258132935, -0.05697913095355034, -0.005056708585470915, 0.04762709140777588, -0.10174113512039185, -0.06837709248065948, 0.017365194857120514, -0.010483155958354473, 0.05202392116189003, 0.028481867164373398, -0.02279101312160492, 0.04434818774461746, -0.0471298024058342, -0.004424453247338533, -0.07142068445682526, -0.008963025175035, 0.09704887866973877, -0.13005207479000092, 0.012344319373369217, -0.11576930433511734, 0.11374347656965256, 0.003609606996178627, -5.762096932926397e-08, 0.0034327192697674036, 0.058483224362134933, 0.0037520495243370533, 0.07796324789524078, 0.050388071686029434, -0.035809773951768875, 0.048988327383995056, -0.03205062076449394, 0.023382119834423065, -0.0145020866766572, 0.07029155641794205, 0.004525494296103716, -0.022944508120417595, 0.07955997437238693, 0.011427698656916618, -0.013224638067185879, -0.006919242441654205, 0.007811436895281076, -0.03979253023862839, -0.012419554404914379, -0.026952723041176796, -0.0040703811682760715, -0.050223078578710556, -0.041303299367427826, 0.05227923020720482, -0.034598760306835175, 0.03935626894235611, 0.04739485681056976, 0.021400000900030136, 0.021973630413413048, -0.04606141895055771, 0.013174453750252724, -0.009371411986649036, -0.03678169474005699, -0.04726647213101387, -0.07173571735620499, 0.01951635256409645, -0.009957530535757542, 0.052818652242422104, 0.04384143278002739, -0.021362412720918655, 0.10704774409532547, -0.04561932757496834, 0.08951998502016068, -0.07030228525400162, -0.013864027336239815, -0.09805179387331009, 0.011252975091338158, 0.014080733060836792, 0.04342653602361679, -0.048178646713495255, -0.03965083137154579, 0.03872101753950119, 0.10940965265035629, 0.055682409554719925, 0.012337544932961464, -0.03803924471139908, -0.01097537949681282, -0.03789311274886131, 0.01149038877338171, 0.06341388821601868, -0.11944276094436646, 0.013587192632257938, 0.03096172772347927]","# Our approach

We believe that every business has the opportunity and obligation to protect our planet. Sustainability is one of our core values at Google, and we strive to build sustainability into everything we do.

We’ve been a leader on sustainability and climate change since Google’s founding over 20 years ago. These are some of our key achievements over the past two decades:

|2007:|We became the first major company to be carbon neutral for our operations|
|---|---|
|2017:|We became the first major company to match 100% of our annual electricity use with renewable energy which we've achieved for five consecutive years|
|2020:|We issued $5 billion in sustainability bonds, the largest sustainability or green bond issuance by any company in history at the time|
|2021:|We matched 100% of our data center electricity use with regional carbon-free sources on an hourly basis|

Our sustainability strategy is focused on three key pillars: accelerating the transition to carbon-free energy and a circular economy, empowering everyone with technology, and benefiting the people and places where we operate (see Figure 1).

SUSTAINABILITY STRATEGY OVERVIEW

|We strive to build sustainability into everything we do| |
|---|---|
|Accelerate carbon-free and circular|Empower with technology|Benefit people and places|
|Decouple business growth from the growth of carbon intensity and material use|Tackle major sustainability problems and drive net-positive impact using Google technologies, platforms, products, and services|Share benefits with the communities of our facilities, users, partners, and suppliers|

Google Environmental Report 2022"
